StateAbbr,CountyName,TractFIPS,CHD_CrudePrev,CHD_Crude95CI
TX,Tarrant,48439111319,3.9,"( 3.4,  4.4)"
TX,Tarrant,48439111320,3.0,"( 2.6,  3.4)"
TX,Tarrant,48439111402,4.5,"( 4.0,  5.2)"
TX,Tarrant,48439111405,6.7,"( 5.9,  7.5)"
TX,Tarrant,48439111406,4.6,"( 4.0,  5.2)"
TX,Tarrant,48439111407,4.8,"( 4.1,  5.4)"
TX,Tarrant,48439111408,5.9,"( 5.2,  6.6)"
TX,Tarrant,48439111409,5.2,"( 4.5,  5.9)"
TX,Tarrant,48439111410,4.3,"( 3.8,  4.8)"
TX,Tarrant,48439111411,5.2,"( 4.6,  5.9)"
TX,Tarrant,48439111505,5.1,"( 4.4,  5.9)"
TX,Tarrant,48439111506,7.8,"( 6.9,  8.8)"
TX,Tarrant,48439111513,5.2,"( 4.6,  5.8)"
TX,Tarrant,48439111514,4.0,"( 3.6,  4.4)"
TX,Tarrant,48439111516,5.2,"( 4.6,  5.7)"
TX,Tarrant,48439111522,6.2,"( 5.5,  7.0)"
TX,Tarrant,48439111525,7.1,"( 6.4,  7.9)"
TX,Tarrant,48439111526,6.0,"( 5.3,  6.7)"
TX,Tarrant,48439111529,7.0,"( 6.1,  8.0)"
TX,Tarrant,48439111530,5.8,"( 5.0,  6.7)"
TX,Tarrant,48439111531,6.5,"( 5.7,  7.4)"
TX,Tarrant,48439111532,5.1,"( 4.5,  5.8)"
TX,Tarrant,48439111533,5.4,"( 4.7,  6.2)"
TX,Tarrant,48439111534,5.0,"( 4.4,  5.7)"
TX,Tarrant,48439111536,3.9,"( 3.5,  4.4)"
TX,Tarrant,48439111538,3.4,"( 3.0,  3.8)"
TX,Tarrant,48439111540,4.1,"( 3.7,  4.6)"
TX,Tarrant,48439111541,4.3,"( 3.8,  4.9)"
TX,Tarrant,48439111542,4.2,"( 3.7,  4.8)"
TX,Tarrant,48439111543,4.3,"( 3.9,  4.9)"
TX,Tarrant,48439111544,4.8,"( 4.3,  5.4)"
TX,Tarrant,48439111545,6.3,"( 5.5,  7.1)"
TX,Tarrant,48439111546,4.8,"( 4.2,  5.5)"
TX,Tarrant,48439111551,4.0,"( 3.6,  4.5)"
TX,Tarrant,48439111552,6.8,"( 5.8,  7.6)"
TX,Tarrant,48439111553,5.4,"( 4.8,  6.0)"
TX,Tarrant,48439111554,4.6,"( 4.1,  5.2)"
TX,Tarrant,48439111555,4.3,"( 3.8,  4.8)"
TX,Tarrant,48439111556,5.3,"( 4.7,  6.0)"
TX,Tarrant,48439111557,4.9,"( 4.4,  5.4)"
TX,Tarrant,48439111558,5.5,"( 4.9,  6.2)"
TX,Tarrant,48439111559,2.8,"( 2.5,  3.2)"
TX,Tarrant,48439111560,5.3,"( 4.8,  5.9)"
