StateAbbr,CountyName,TractFIPS,CHD_CrudePrev,CHD_Crude95CI
TX,Harris,48201232902,5.2,"( 4.7,  5.8)"
TX,Harris,48201233001,5.8,"( 5.2,  6.4)"
TX,Harris,48201233002,5.7,"( 5.1,  6.5)"
TX,Harris,48201233003,6.9,"( 6.1,  7.8)"
TX,Harris,48201233101,6.1,"( 5.4,  6.8)"
TX,Harris,48201233103,5.4,"( 4.8,  6.1)"
TX,Harris,48201233104,6.4,"( 5.7,  7.2)"
TX,Harris,48201233105,7.1,"( 6.3,  8.0)"
TX,Harris,48201233200,6.2,"( 5.4,  6.9)"
TX,Harris,48201233300,5.5,"( 4.7,  6.2)"
TX,Harris,48201233400,7.6,"( 6.8,  8.6)"
TX,Harris,48201233501,6.8,"( 6.0,  7.7)"
TX,Harris,48201233502,6.6,"( 5.8,  7.5)"
TX,Harris,48201233600,9.5,"( 8.5, 10.6)"
TX,Harris,48201233701,6.2,"( 5.5,  7.0)"
TX,Harris,48201233702,6.0,"( 5.3,  6.8)"
TX,Harris,48201233703,5.5,"( 4.9,  6.1)"
TX,Harris,48201240101,4.6,"( 4.0,  5.2)"
TX,Harris,48201240102,5.9,"( 5.3,  6.6)"
TX,Harris,48201240400,5.3,"( 4.7,  5.8)"
TX,Harris,48201240503,4.1,"( 3.5,  4.6)"
TX,Harris,48201240504,5.4,"( 4.8,  6.1)"
TX,Harris,48201240505,7.8,"( 6.9,  8.6)"
TX,Harris,48201240506,5.7,"( 5.0,  6.3)"
TX,Harris,48201240600,5.5,"( 4.9,  6.2)"
TX,Harris,48201240703,4.8,"( 4.3,  5.4)"
TX,Harris,48201240704,4.4,"( 3.9,  4.9)"
TX,Harris,48201240705,3.5,"( 3.0,  3.9)"
TX,Harris,48201240706,3.5,"( 3.1,  4.0)"
TX,Harris,48201240707,3.7,"( 3.3,  4.2)"
TX,Harris,48201240802,4.7,"( 4.2,  5.2)"
TX,Harris,48201240803,6.4,"( 5.7,  7.2)"
TX,Harris,48201240804,4.3,"( 3.9,  4.9)"
TX,Harris,48201240903,4.3,"( 3.8,  4.8)"
TX,Harris,48201240904,4.8,"( 4.3,  5.3)"
TX,Harris,48201240905,4.7,"( 4.2,  5.3)"
TX,Harris,48201240906,4.2,"( 3.7,  4.6)"
TX,Harris,48201241001,4.5,"( 4.0,  5.2)"
TX,Harris,48201241002,5.7,"( 5.0,  6.3)"
TX,Harris,48201241101,5.1,"( 4.6,  5.7)"
TX,Harris,48201241103,4.3,"( 3.8,  4.9)"
TX,Harris,48201241104,4.3,"( 3.8,  4.8)"
TX,Harris,48201241105,5.5,"( 4.9,  6.2)"
TX,Harris,48201241201,5.3,"( 4.7,  5.9)"
TX,Harris,48201241202,4.6,"( 4.1,  5.2)"
TX,Harris,48201241301,4.5,"( 4.0,  5.0)"
TX,Harris,48201241302,4.4,"( 3.9,  5.0)"
TX,Harris,48201241400,4.1,"( 3.6,  4.7)"
TX,Harris,48201241501,6.0,"( 5.3,  6.6)"
TX,Harris,48201241502,5.2,"( 4.6,  5.8)"
TX,Harris,48201241503,4.3,"( 3.9,  4.9)"
TX,Harris,48201250101,6.1,"( 5.4,  6.7)"
TX,Harris,48201250102,3.6,"( 3.2,  4.0)"
TX,Harris,48201250201,3.8,"( 3.4,  4.3)"
TX,Harris,48201250202,5.9,"( 5.3,  6.6)"
TX,Harris,48201250303,3.8,"( 3.4,  4.4)"
TX,Harris,48201250304,3.1,"( 2.7,  3.5)"
TX,Harris,48201250305,4.1,"( 3.7,  4.6)"
TX,Harris,48201250306,4.0,"( 3.6,  4.5)"
TX,Harris,48201250403,5.3,"( 4.7,  6.0)"
TX,Harris,48201250404,5.4,"( 4.7,  6.2)"
TX,Harris,48201250405,4.1,"( 3.6,  4.6)"
TX,Harris,48201250406,3.9,"( 3.5,  4.4)"
TX,Harris,48201250407,3.0,"( 2.6,  3.4)"
TX,Harris,48201250408,2.8,"( 2.5,  3.1)"
TX,Harris,48201250500,4.6,"( 4.1,  5.2)"
TX,Harris,48201250601,5.6,"( 5.0,  6.2)"
TX,Harris,48201250602,6.5,"( 5.8,  7.2)"
TX,Harris,48201250701,5.5,"( 4.9,  6.1)"
TX,Harris,48201250702,5.4,"( 4.8,  6.1)"
TX,Harris,48201250801,5.9,"( 5.2,  6.6)"
TX,Harris,48201250802,5.5,"( 4.8,  6.3)"
TX,Harris,48201250901,6.2,"( 5.3,  7.2)"
TX,Harris,48201250902,4.7,"( 4.0,  5.4)"
TX,Harris,48201251000,6.2,"( 5.4,  7.1)"
TX,Harris,48201251100,5.9,"( 5.1,  6.7)"
TX,Harris,48201251200,5.8,"( 5.1,  6.5)"
TX,Harris,48201251300,5.9,"( 5.1,  6.8)"
TX,Harris,48201251401,4.7,"( 4.2,  5.3)"
TX,Harris,48201251402,5.9,"( 5.2,  6.6)"
TX,Harris,48201251501,3.8,"( 3.3,  4.2)"
TX,Harris,48201251503,4.2,"( 3.7,  4.8)"
TX,Harris,48201251504,5.1,"( 4.4,  5.8)"
TX,Harris,48201251505,5.4,"( 4.6,  6.3)"
TX,Harris,48201251600,7.0,"( 6.2,  8.0)"
TX,Harris,48201251701,6.1,"( 5.4,  6.8)"
TX,Harris,48201251702,7.3,"( 6.6,  8.1)"
TX,Harris,48201251800,7.4,"( 6.6,  8.4)"
TX,Harris,48201251902,4.9,"( 4.3,  5.5)"
TX,Harris,48201251903,5.3,"( 4.7,  6.0)"
TX,Harris,48201251904,4.7,"( 4.1,  5.3)"
TX,Harris,48201252001,3.3,"( 2.9,  3.7)"
TX,Harris,48201252002,4.1,"( 3.6,  4.5)"
TX,Harris,48201252003,3.2,"( 2.8,  3.6)"
TX,Harris,48201252100,5.3,"( 4.7,  5.9)"
TX,Harris,48201252201,2.7,"( 2.4,  3.0)"
TX,Harris,48201252202,4.0,"( 3.6,  4.5)"
TX,Harris,48201252303,4.5,"( 4.0,  5.1)"
TX,Harris,48201252304,5.1,"( 4.5,  5.7)"
TX,Harris,48201252305,4.5,"( 4.0,  5.0)"
TX,Harris,48201252306,4.2,"( 3.7,  4.7)"
TX,Harris,48201252400,6.6,"( 5.9,  7.4)"
TX,Harris,48201252500,6.1,"( 5.5,  6.7)"
TX,Harris,48201252601,6.3,"( 5.5,  7.1)"
TX,Harris,48201252602,7.3,"( 6.5,  8.1)"
TX,Harris,48201252700,6.7,"( 6.0,  7.5)"
TX,Harris,48201252800,6.2,"( 5.6,  6.9)"
TX,Harris,48201252901,7.1,"( 6.2,  8.0)"
TX,Harris,48201252902,6.0,"( 5.4,  6.8)"
TX,Harris,48201253000,7.4,"( 6.7,  8.1)"
TX,Harris,48201253101,4.2,"( 3.8,  4.7)"
TX,Harris,48201253102,3.4,"( 3.0,  3.9)"
TX,Harris,48201253201,5.6,"( 5.0,  6.3)"
TX,Harris,48201253202,4.8,"( 4.3,  5.3)"
TX,Harris,48201253300,7.4,"( 6.6,  8.3)"
TX,Harris,48201253501,5.1,"( 4.5,  5.7)"
TX,Harris,48201253502,5.3,"( 4.8,  5.9)"
TX,Harris,48201253601,5.6,"( 4.9,  6.4)"
TX,Harris,48201253602,4.2,"( 3.8,  4.7)"
TX,Harris,48201253700,6.6,"( 5.9,  7.5)"
TX,Harris,48201253800,6.2,"( 5.6,  6.9)"
TX,Harris,48201253900,6.0,"( 5.3,  6.8)"
TX,Harris,48201254000,7.4,"( 6.6,  8.2)"
TX,Harris,48201254100,7.1,"( 6.4,  7.9)"
