variable,lag,I,expected_I,se_I,p_sim
E_DIABETES,1,0.28197937897588365,-0.0014970059880239522,0.019235354531931113,0.001
E_DIABETES,2,-0.00687618093484622,-0.0014970059880239522,0.012915597524397854,0.399
E_DIABETES,3,-0.0036034187882597727,-0.0014970059880239522,0.010225479306518535,0.493
E_DIABETES,4,-0.005102918572346457,-0.0014970059880239522,0.007963992830423466,0.363
E_DIABETES,5,-0.007073379258628837,-0.0014970059880239522,0.007148563447417845,0.25
E_DIABETES,6,0.03856392776728863,-0.0014970059880239522,0.006567104533403342,0.001
E_CHD,1,0.2803405413805155,-0.0014970059880239522,0.019255443727833072,0.001
E_CHD,2,-0.010116306908458859,-0.0014970059880239522,0.012400795115327068,0.345
E_CHD,3,-0.007283864607347948,-0.0014970059880239522,0.009810916001452438,0.456
E_CHD,4,-0.007234617140073252,-0.0014970059880239522,0.008137630245602271,0.326
E_CHD,5,-0.008142671203540043,-0.0014970059880239522,0.006926901586785223,0.204
E_CHD,6,0.037100114134510934,-0.0014970059880239522,0.0063178370617336535,0.001
