Record_ID,Store_Name,Store_Street_Address,City,State,Zip_Code,County,Store_Type,Latitude,Longitude,ObjectId
495251,HEB 224,7951 Guilbeau Rd,San Antonio,TX,78250,BEXAR,Supermarket,29.519108,-98.643471,33723
533448,Korean Market,6210 Fairdale Dr,San Antonio,TX,78218,BEXAR,Grocery Store,29.484663,-98.405342,34610
562843,HEB 567,999 E Basse Rd,San Antonio,TX,78209,BEXAR,Supermarket,29.496689,-98.468224,36495
523750,HEB 568,12018 Perrin Beitel Rd,San Antonio,TX,78217,BEXAR,Supermarket,29.548985,-98.407211,36594
800946,TARGET STORE T 2187,17502 La Cantera Pkwy,San Antonio,TX,78257,BEXAR,Super Store,29.607409,-98.598251,37090
801938,HEB 085,10718 Potranco Rd,San Antonio,TX,78251,BEXAR,Supermarket,29.433662,-98.703712,38960
536552,HEB 230,14087 Oconnor Rd,San Antonio,TX,78247,BEXAR,Supermarket,29.570776,-98.386345,39497
705972,HEB 427,735 SW Military Dr,San Antonio,TX,78221,BEXAR,Supermarket,29.356728,-98.502098,40739
582647,HEB 164,15000 San Pedro Ave,San Antonio,TX,78232,BEXAR,Supermarket,29.578541,-98.477104,41857
714893,RANDOLPH AFB COMMISSARY STORE 628,770 3rd St W,Jbsa Randolph,TX,78150,BEXAR,Supermarket,29.53426,-98.285866,42941
660073,HEB 397,18140 San Pedro Ave,San Antonio,TX,78232,BEXAR,Supermarket,29.606667,-98.467003,43719
765930,HEB 084,6818 S Zarzamora St,San Antonio,TX,78224,BEXAR,Supermarket,29.360109,-98.53405,44324
724989,CULEBRA MEAT MKT 12,4601 S Flores St,San Antonio,TX,78214,BEXAR,Grocery Store,29.38018,-98.501427,45191
651847,Walmart Supercenter 1235,5025 NW Loop 410,San Antonio,TX,78229,BEXAR,Super Store,29.490122,-98.587593,45282
649790,Walmart SUPERCENTER 1313,1200 SE MILITARY DR,SAN ANTONIO,TX,78214,BEXAR,Super Store,29.354343,-98.478073,45662
648935,HEB 463,1150 NW LOOP 1604 W,SAN ANTONIO,TX,78258,BEXAR,Supermarket,29.608929,-98.523079,45968
590592,HEB 389,6000 West Ave,San Antonio,TX,78213,BEXAR,Supermarket,29.515671,-98.525902,48888
825485,La Michoacana Meat Market San Antonio 5,1224 N Flores St,San Antonio,TX,78212,BEXAR,Supermarket,29.437426,-98.502426,51170
825731,TARGET STORE T 2239,22832 US Highway 281 N,San Antonio,TX,78258,BEXAR,Super Store,29.653786,-98.44487,51214
777002,TARGET STORE T 1979,8223 State Highway 151,San Antonio,TX,78245,BEXAR,Super Store,29.435846,-98.64946,51674
658169,Walmart SUPERCENTER 5144,8315 Fm 78,Converse,TX,78109,BEXAR,Super Store,29.497837,-98.325058,52569
783273,TARGET STORE T 1852,3227 SE Military Dr,San Antonio,TX,78223,BEXAR,Super Store,29.351818,-98.43586,53374
783766,Walmart SUPERCENTER 5245,3302 SE Military Dr,San Antonio,TX,78223,BEXAR,Super Store,29.351683,-98.432938,53624
846995,La Michoacana Meat Market,7914 Culebra Rd,San Antonio,TX,78251,BEXAR,Grocery Store,29.464308,-98.644432,55171
1004036,JC Food Mart 1,5271 Walzem Rd,San Antonio,TX,78218,BEXAR,Grocery Store,29.510328,-98.385719,58305
1005703,Sprouts Farmers Market 118,8101 Callaghan Rd,San Antonio,TX,78230,BEXAR,Supermarket,29.513845,-98.551315,58934
1005766,Sprouts Farmers Market 123,22135 S Bulverde Rd,San Antonio,TX,78259,BEXAR,Supermarket,29.646177,-98.425232,58969
793760,PRUSKIS MARKET,10140 US Highway 87 S,Adkins,TX,78101,BEXAR,Grocery Store,29.371613,-98.287994,59033
742445,CULEBRA SUPER MEAT MKT 16,14100 Nacogdoches Rd,San Antonio,TX,78247,BEXAR,Supermarket,29.570818,-98.381744,60174
741917,La Michoacana Meat Market San Antonio 2,4523 Blanco Rd,San Antonio,TX,78212,BEXAR,Other,29.489546,-98.508461,60503
832084,Progreso LMMM San Antonio 6,2107B Goliad Rd,San Antonio,TX,78223,BEXAR,Supermarket,29.363762,-98.44043,61256
854008,La Michoacana Meat Market,6059 La Cima,San Antonio,TX,78229,BEXAR,Supermarket,29.48765,-98.590652,63734
820740,Walmart 3888,11210 POTRANCO RD,SAN ANTONIO,TX,78253,BEXAR,Super Store,29.433678,-98.713554,64688
1288746,La Michoacana Supermarket,2020 Austin Hwy,San Antonio,TX,78218,BEXAR,Supermarket,29.502796,-98.417763,67749
743758,Culebra Meat Market #15,2424 Guadalupe St,San Antonio,TX,78207,BEXAR,Grocery Store,29.419201,-98.527718,68458
747218,LA MICHOACANA MEAT MARKET SAN ANTONIO 3,2510 Pleasanton Rd,San Antonio,TX,78221,BEXAR,Supermarket,29.354092,-98.503082,69050
858082,Target T 2426,5355 W Loop 1604 N,San Antonio,TX,78253,BEXAR,Super Store,29.487665,-98.708984,70069
1292235,HEB Food Store 732,17238 Bulverde Rd,San Antonio,TX,78247,BEXAR,Supermarket,29.599382,-98.418167,71065
858700,HEB 26,4100 S New Braunfels Ave,San Antonio,TX,78223,BEXAR,Supermarket,29.379925,-98.457954,71373
923770,Costco Wholesale 0689,5611 Utsa Blvd,San Antonio,TX,78249,BEXAR,Super Store,29.575138,-98.597343,73752
923773,Costco Wholesale 0693,1201 N Loop 1604 E,San Antonio,TX,78232,BEXAR,Super Store,29.610727,-98.475883,73766
1652903,Poco Loco Supermercado 23,3025 West Ave,San Antonio,TX,78201,BEXAR,Supermarket,29.487484,-98.52697,75301
905118,JC Food Mart 6,2710 W Commerce St,San Antonio,TX,78207,BEXAR,Grocery Store,29.427752,-98.525055,76003
905104,JC Food Mart 3,4163 Naco Perrin Blvd,San Antonio,TX,78217,BEXAR,Grocery Store,29.545,-98.412483,76423
763316,Target Store 771,2810 SW Military Dr,San Antonio,TX,78224,BEXAR,Super Store,29.356752,-98.543304,77398
763324,Target Store 1204,8234 Agora Pkwy,Selma,TX,78154,BEXAR,Super Store,29.568356,-98.327103,77413
1670745,TRADER JOE'S SAN ANTONIO (NORTHWEST) 457,11745 W Interstate 10,San Antonio,TX,78230,BEXAR,Supermarket,29.548573,-98.582458,78057
908889,Culebra Super Meat Market 17,8230 Culebra Rd,San Antonio,TX,78251,BEXAR,Grocery Store,29.467939,-98.648499,80500
1041812,Culebra Super Meat Market 25,1662 Encino Rio,San Antonio,TX,78259,BEXAR,Grocery Store,29.630135,-98.458244,81640
1097355,Walmart SuperCenter 3112,4096 N Foster,San Antonio,TX,78244,BEXAR,Super Store,29.467686,-98.35936,83337
1095677,JC Food Mart 9,842 SW Military Dr,San Antonio,TX,78221,BEXAR,Grocery Store,29.356621,-98.505066,83664
923801,Costco Wholesale 1006,15330 IH 35 N,Selma,TX,78154,BEXAR,Super Store,29.577862,-98.319023,84059
911129,JC Food Mart 2,7428 W Military Dr,San Antonio,TX,78227,BEXAR,Grocery Store,29.416441,-98.628479,84232
911139,JC Food Mart 5,6723 S Flores St,San Antonio,TX,78221,BEXAR,Grocery Store,29.35494,-98.49147,84233
865036,Sam's Club 8227,5055 NW Loop 410,San Antonio,TX,78229,BEXAR,Super Store,29.487436,-98.587288,85130
865103,Sam's Club 8262,12349 N Interstate 35,San Antonio,TX,78233,BEXAR,Super Store,29.552217,-98.356529,85171
865108,Sam's Club 8264,3150 SW Military Dr,San Antonio,TX,78224,BEXAR,Super Store,29.355736,-98.548576,85174
865197,Sam's Club 6262,5565 De Zavala Rd,San Antonio,TX,78249,BEXAR,Super Store,29.566681,-98.596207,85225
