variable,lag,I,expected_I,se_I,p_sim
E_DIABETES,1,-0.0032930825977838985,-0.002577319587628866,0.027415461850939273,0.111
E_DIABETES,2,-0.005110552484415303,-0.002577319587628866,0.016408284841309722,0.222
E_DIABETES,3,-0.00568041392160129,-0.002577319587628866,0.01312801043265374,0.32
E_DIABETES,4,0.007649413242534393,-0.002577319587628866,0.009903128561305527,0.127
E_DIABETES,5,0.008178486366206756,-0.002577319587628866,0.009764258689550345,0.13
E_DIABETES,6,-0.00900592816976677,-0.002577319587628866,0.00861041650746652,0.42
E_CHD,1,-0.006799922325690785,-0.002577319587628866,0.025301595502106613,0.125
E_CHD,2,-0.009367730989488225,-0.002577319587628866,0.015968237904529985,0.425
E_CHD,3,-0.00882823519947865,-0.002577319587628866,0.011956446844945245,0.403
E_CHD,4,0.005688902886815087,-0.002577319587628866,0.010870968905002778,0.221
E_CHD,5,0.0066323214420985505,-0.002577319587628866,0.009598381928099451,0.141
E_CHD,6,-0.009514563646229109,-0.002577319587628866,0.009514060463105782,0.349
