variable,lag,I,expected_I,se_I,p_sim
E_DIABETES,1,0.21785182803526595,-0.0007763975155279503,0.01365041190067942,0.001
E_DIABETES,2,-0.013262559031431123,-0.0007763975155279503,0.008911114454461877,0.001
E_DIABETES,3,-0.01476338641930543,-0.0007763975155279503,0.006463866074216423,0.001
E_DIABETES,4,-0.0017614577268478782,-0.0007763975155279503,0.005386310895777944,0.493
E_DIABETES,5,0.027349287876864768,-0.0007763975155279503,0.0049908155175370575,0.001
E_DIABETES,6,0.0028495536155720386,-0.0007763975155279503,0.00440713919132747,0.195
E_CHD,1,0.2179394459165496,-0.0007763975155279503,0.014054770057426932,0.001
E_CHD,2,-0.01241793975996697,-0.0007763975155279503,0.009298833610565396,0.001
E_CHD,3,-0.013468970323792608,-0.0007763975155279503,0.006889209789333619,0.001
E_CHD,4,-0.0017092298086970065,-0.0007763975155279503,0.005627131370483301,0.493
E_CHD,5,0.028126569073202254,-0.0007763975155279503,0.004886493827309357,0.001
E_CHD,6,0.003697673181179589,-0.0007763975155279503,0.004438149324122441,0.145
